gender,senior_citizen,partner,dependents,tenure,online_security,online_backup,tech_support,streaming_tv,streaming_movies,payment_method,contract_type,paperless_billing,monthly_charges,total_charges,churn
Male,0,Yes,No,16,No,No,Yes,Yes,Yes,Bank transfer (automatic),Two year,Yes,64.11,1004.05,No
Male,0,Yes,No,66,No,Yes,No,Yes,No,Mailed check,Month-to-month,Yes,104.74,6892.8,Yes
Female,0,No,No,14,Yes,No,No,Yes,Yes,Mailed check,Two year,Yes,45.51,643.24,No
Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),One year,Yes,89.56,6404.63,No
Female,0,Yes,No,47,Yes,No,No,Yes,Yes,Electronic check,Month-to-month,No,100.53,4744.5,Yes
Female,0,No,No,38,Yes,No,Yes,Yes,Yes,Credit card (automatic),Month-to-month,Yes,57.7,2095.46,Yes
Male,0,No,Yes,16,Yes,No,Yes,Yes,No,Bank transfer (automatic),Month-to-month,No,76.24,1216.64,No
Female,0,No,No,41,No,No,No,No,No,Bank transfer (automatic),Month-to-month,Yes,83.82,3452.93,Yes
Female,0,No,Yes,40,Yes,Yes,No,No,Yes,Electronic check,One year,Yes,79.86,3209.34,Yes
Female,0,Yes,No,71,Yes,No,Yes,No,Yes,Electronic check,One year,Yes,71.97,5102.65,Yes
Female,0,No,No,61,Yes,Yes,Yes,No,Yes,Electronic check,Month-to-month,Yes,53.71,3246.48,Yes
Male,1,Yes,No,35,Yes,No,Yes,No,Yes,Bank transfer (automatic),Month-to-month,Yes,85.9,2997.83,Yes
Male,0,Yes,Yes,29,Yes,No,No,Yes,No,Electronic check,Two year,Yes,61.01,1824.91,No
Female,0,Yes,No,28,Yes,Yes,No,No,No,Credit card (automatic),Month-to-month,Yes,70.69,1952.28,Yes
Male,0,No,No,28,Yes,No,Yes,Yes,Yes,Credit card (automatic),Month-to-month,No,74.22,2122.16,No
Male,0,Yes,Yes,1,No,No,No,Yes,Yes,Electronic check,Two year,Yes,90.54,141.72,Yes
Female,0,No,No,3,No,No,No,No,No,Bank transfer (automatic),Month-to-month,Yes,116.27,270.7,Yes
Female,0,Yes,No,55,No,No,No,Yes,No,Electronic check,One year,No,52.29,2870.36,No
Female,0,Yes,Yes,19,No,No,Yes,No,No,Mailed check,One year,Yes,71.26,1309.98,Yes
Female,0,Yes,Yes,30,No,No,No,No,Yes,Electronic check,Month-to-month,Yes,34.37,963.64,No
Female,0,Yes,No,51,No,Yes,Yes,Yes,No,Credit card (automatic),Month-to-month,Yes,105.55,5418.93,Yes
Female,1,Yes,Yes,44,No,Yes,Yes,Yes,Yes,Credit card (automatic),Two year,No,71.05,3147.6,Yes
Male,0,No,Yes,26,No,Yes,No,No,No,Electronic check,Month-to-month,Yes,62.81,1644.86,Yes
Female,1,No,No,55,Yes,Yes,No,No,Yes,Electronic check,Month-to-month,No,71.25,3870.09,Yes
Male,1,Yes,No,12,Yes,Yes,Yes,No,No,Mailed check,Month-to-month,Yes,72.47,879.07,Yes
Female,0,No,No,35,Yes,No,No,Yes,Yes,Mailed check,One year,Yes,52.44,1776.28,No
Female,0,Yes,No,8,Yes,No,No,No,No,Electronic check,Month-to-month,No,98.51,791.57,Yes
Male,0,Yes,No,39,No,Yes,No,Yes,Yes,Credit card (automatic),Month-to-month,No,85.47,3303.71,Yes
Male,0,Yes,No,7,Yes,No,No,Yes,No,Credit card (automatic),Month-to-month,No,88.82,669.03,Yes
Male,0,Yes,No,68,No,No,No,No,Yes,Mailed check,Month-to-month,No,53.68,3633.88,No
Female,0,Yes,No,48,No,Yes,No,Yes,No,Credit card (automatic),One year,Yes,52.38,2524.71,Yes
Female,0,No,No,18,No,No,Yes,Yes,Yes,Bank transfer (automatic),Two year,No,67.27,1221.45,No
Female,0,Yes,No,45,Yes,Yes,No,Yes,No,Bank transfer (automatic),Month-to-month,Yes,89.2,4010.54,Yes
Female,0,No,No,26,No,No,Yes,No,No,Credit card (automatic),One year,Yes,82.04,2137.8,Yes
Male,0,Yes,No,38,Yes,No,No,No,Yes,Mailed check,One year,Yes,51.34,1964.42,Yes
Female,0,No,No,13,No,Yes,Yes,No,Yes,Mailed check,One year,Yes,86.03,1078.0,No
Female,1,No,No,37,No,Yes,No,Yes,Yes,Electronic check,Month-to-month,No,46.67,1744.89,No
Male,0,Yes,No,8,No,No,No,Yes,Yes,Bank transfer (automatic),Month-to-month,No,54.12,471.84,Yes
Female,0,Yes,No,12,No,Yes,Yes,No,No,Electronic check,One year,No,73.79,903.3,No
Female,0,No,No,43,No,No,Yes,Yes,Yes,Electronic check,One year,Yes,41.88,1785.1,No
Female,0,No,Yes,37,No,No,Yes,Yes,Yes,Mailed check,One year,Yes,46.88,1742.23,No
Female,0,No,Yes,22,Yes,Yes,No,Yes,Yes,Mailed check,Month-to-month,Yes,107.25,2343.15,Yes
Male,0,Yes,Yes,5,Yes,No,Yes,No,Yes,Electronic check,Month-to-month,Yes,102.79,508.61,Yes
Male,0,No,No,31,Yes,No,No,No,Yes,Electronic check,Month-to-month,Yes,124.95,3820.1,Yes
Male,1,Yes,No,67,No,Yes,No,Yes,No,Credit card (automatic),Month-to-month,Yes,80.81,5476.62,No
Female,1,Yes,Yes,51,No,No,No,Yes,Yes,Bank transfer (automatic),Month-to-month,No,85.47,4446.29,Yes
Male,0,No,No,5,No,No,No,No,No,Mailed check,Month-to-month,Yes,66.28,299.73,Yes
Male,0,Yes,Yes,68,No,No,Yes,No,No,Credit card (automatic),Month-to-month,No,61.59,4223.46,No
Female,0,No,Yes,31,No,Yes,No,Yes,Yes,Credit card (automatic),Month-to-month,Yes,90.93,2884.31,No
Male,1,No,No,42,Yes,Yes,No,Yes,No,Electronic check,Two year,Yes,102.69,4269.78,Yes
Female,0,Yes,No,1,Yes,No,No,No,No,Bank transfer (automatic),Month-to-month,No,88.88,18.0,Yes
Male,0,No,No,23,No,No,No,No,No,Electronic check,Month-to-month,Yes,49.84,1214.68,No
Male,0,Yes,No,57,No,Yes,Yes,No,Yes,Mailed check,One year,Yes,79.4,4525.28,Yes
Female,0,Yes,No,24,No,No,No,No,No,Bank transfer (automatic),Month-to-month,No,51.52,1213.02,No
Female,0,Yes,Yes,12,Yes,No,No,No,Yes,Electronic check,Month-to-month,Yes,62.21,748.67,No
Female,0,No,No,7,No,Yes,Yes,Yes,No,Mailed check,Month-to-month,Yes,109.27,748.28,Yes
Male,0,Yes,No,67,No,No,Yes,Yes,Yes,Electronic check,Month-to-month,Yes,41.21,2894.25,No
Female,0,Yes,Yes,59,No,No,Yes,Yes,Yes,Mailed check,Month-to-month,No,122.05,7176.99,No
Male,0,No,No,4,Yes,No,No,No,No,Electronic check,Month-to-month,No,83.19,347.48,Yes
Female,1,No,No,67,No,No,Yes,Yes,Yes,Credit card (automatic),Month-to-month,No,58.81,3998.64,No
Female,0,No,No,60,No,No,No,Yes,Yes,Mailed check,Month-to-month,No,71.64,4356.17,No
Male,0,No,No,26,No,No,No,Yes,No,Electronic check,Month-to-month,Yes,53.56,1441.9,No
Male,0,Yes,No,48,No,No,Yes,No,Yes,Bank transfer (automatic),One year,Yes,56.87,2710.8,No
Male,0,No,Yes,19,No,Yes,Yes,No,Yes,Electronic check,Month-to-month,No,71.76,1356.58,Yes
Female,0,No,No,18,No,No,Yes,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,62.11,1020.06,Yes
Female,0,No,No,52,No,No,Yes,Yes,No,Mailed check,Month-to-month,No,47.61,2472.3,Yes
Female,1,No,Yes,15,Yes,No,No,No,No,Electronic check,One year,No,64.69,971.77,No
Male,0,Yes,Yes,26,Yes,Yes,No,Yes,No,Electronic check,Month-to-month,No,38.45,1033.06,Yes
Male,0,Yes,No,26,Yes,Yes,No,No,No,Electronic check,Two year,Yes,39.48,1107.18,No
Female,0,No,Yes,11,No,Yes,No,Yes,No,Bank transfer (automatic),Month-to-month,Yes,39.23,463.55,No
Male,0,Yes,No,60,Yes,No,Yes,No,No,Bank transfer (automatic),Two year,No,110.11,6654.89,Yes
Female,0,Yes,No,49,Yes,No,No,Yes,No,Electronic check,Month-to-month,Yes,79.73,3906.23,Yes
Male,0,Yes,Yes,63,No,No,No,No,No,Electronic check,One year,Yes,84.3,5368.73,Yes
Male,0,No,No,38,No,Yes,No,Yes,No,Credit card (automatic),Month-to-month,Yes,70.27,2670.77,No
Male,0,No,Yes,13,Yes,No,Yes,Yes,Yes,Electronic check,Month-to-month,Yes,82.15,1119.29,Yes
Female,0,No,No,21,Yes,Yes,Yes,No,Yes,Electronic check,One year,No,98.22,2098.83,Yes
Male,0,No,No,26,No,Yes,No,No,Yes,Bank transfer (automatic),Two year,No,79.79,2092.15,No
Female,1,No,Yes,68,Yes,Yes,No,No,No,Electronic check,One year,Yes,109.37,7367.69,No
Male,0,No,No,18,No,No,Yes,No,No,Credit card (automatic),Month-to-month,Yes,69.11,1293.14,No
Female,1,Yes,No,50,No,No,Yes,No,No,Electronic check,Month-to-month,Yes,84.37,4235.71,Yes
Male,1,No,No,9,Yes,Yes,No,No,No,Credit card (automatic),Month-to-month,Yes,86.9,813.68,Yes
Female,1,Yes,No,69,No,Yes,No,Yes,No,Mailed check,One year,No,47.63,3300.64,No
Female,0,Yes,No,47,Yes,No,No,No,No,Electronic check,Month-to-month,No,71.03,3360.08,No
Male,0,Yes,No,32,No,Yes,Yes,Yes,No,Mailed check,Month-to-month,Yes,25.81,884.32,No
Male,0,No,Yes,25,Yes,No,Yes,Yes,Yes,Credit card (automatic),Month-to-month,No,66.88,1650.75,No
Female,0,No,No,26,Yes,Yes,No,No,No,Mailed check,Two year,Yes,63.3,1666.87,No
Male,0,No,Yes,17,Yes,Yes,No,Yes,Yes,Electronic check,Month-to-month,Yes,61.87,1016.72,No
Female,0,No,No,44,No,Yes,Yes,Yes,Yes,Credit card (automatic),Month-to-month,No,60.22,2675.62,No
Female,1,No,No,63,Yes,No,No,Yes,Yes,Electronic check,Month-to-month,Yes,82.29,5195.41,Yes
Female,0,Yes,No,18,Yes,No,No,No,Yes,Electronic check,Month-to-month,Yes,48.74,848.93,No
Female,0,No,No,54,Yes,Yes,No,No,Yes,Electronic check,Month-to-month,No,114.64,6194.76,Yes
Female,0,No,Yes,41,No,No,Yes,Yes,Yes,Credit card (automatic),One year,Yes,83.62,3402.81,Yes
Female,0,No,No,56,No,Yes,No,Yes,No,Electronic check,Month-to-month,Yes,50.73,2823.8,Yes
Female,0,Yes,No,56,No,No,No,Yes,Yes,Electronic check,Month-to-month,No,85.53,4805.82,Yes
Female,0,Yes,No,3,No,Yes,Yes,Yes,No,Credit card (automatic),Month-to-month,Yes,93.88,293.71,Yes
Female,1,No,No,2,No,No,Yes,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,78.86,71.3,Yes
Male,0,Yes,Yes,66,No,Yes,Yes,Yes,No,Electronic check,One year,Yes,45.86,3043.47,No
Male,0,Yes,No,12,Yes,No,Yes,No,No,Bank transfer (automatic),Month-to-month,No,123.69,1470.69,No
Female,0,Yes,Yes,42,No,No,No,No,No,Electronic check,One year,Yes,85.35,3565.95,Yes
Female,0,Yes,Yes,55,No,No,No,Yes,No,Mailed check,Month-to-month,No,40.06,2152.47,Yes
Male,0,Yes,No,37,Yes,No,Yes,Yes,No,Mailed check,Month-to-month,Yes,75.02,2773.65,Yes
Male,0,No,No,1,No,Yes,No,Yes,Yes,Bank transfer (automatic),Month-to-month,No,64.71,41.18,No
Male,0,No,Yes,1,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Month-to-month,No,70.15,127.46,Yes
Male,0,No,Yes,49,No,No,No,Yes,No,Mailed check,Month-to-month,No,41.35,1947.47,Yes
Male,0,Yes,No,65,No,No,No,No,Yes,Electronic check,Month-to-month,No,71.3,4591.37,Yes
Male,0,Yes,Yes,25,No,No,Yes,No,Yes,Mailed check,Two year,Yes,50.05,1204.82,Yes
Female,0,Yes,Yes,40,Yes,No,No,Yes,No,Bank transfer (automatic),Month-to-month,Yes,61.61,2476.08,No
Female,1,Yes,Yes,68,No,No,No,Yes,Yes,Credit card (automatic),Month-to-month,Yes,79.3,5445.1,No
Female,0,Yes,Yes,60,No,No,Yes,No,No,Credit card (automatic),Month-to-month,Yes,58.56,3536.29,Yes
Female,1,No,No,39,Yes,No,No,No,Yes,Credit card (automatic),Month-to-month,Yes,63.03,2408.91,Yes
Male,0,No,No,48,No,No,Yes,Yes,Yes,Credit card (automatic),Month-to-month,No,89.69,4285.59,No
Male,0,No,No,70,No,Yes,Yes,No,Yes,Credit card (automatic),Month-to-month,Yes,48.67,3370.74,No
Male,0,Yes,No,58,No,No,No,Yes,No,Bank transfer (automatic),One year,No,54.44,3180.25,No
Female,0,Yes,No,30,No,No,No,No,No,Electronic check,One year,No,39.89,1176.46,No
Female,1,Yes,No,50,Yes,Yes,No,Yes,No,Bank transfer (automatic),Month-to-month,Yes,50.25,2448.99,No
Female,0,Yes,No,24,Yes,No,Yes,No,Yes,Electronic check,Month-to-month,Yes,73.1,1780.69,Yes
Male,1,Yes,No,67,Yes,No,Yes,Yes,Yes,Electronic check,One year,Yes,85.35,5775.1,Yes
Female,1,Yes,No,7,Yes,Yes,Yes,No,No,Electronic check,Month-to-month,Yes,50.65,346.52,No
Female,0,No,No,17,No,No,No,No,Yes,Mailed check,One year,Yes,84.64,1444.22,Yes
Male,0,No,No,25,No,Yes,No,No,Yes,Bank transfer (automatic),One year,Yes,72.53,1745.35,Yes
Male,0,Yes,No,15,No,Yes,No,No,No,Mailed check,Month-to-month,No,36.82,459.6,No
Male,0,Yes,No,43,No,No,No,Yes,No,Electronic check,Month-to-month,Yes,74.19,3106.94,Yes
Female,0,Yes,Yes,52,Yes,No,No,No,Yes,Credit card (automatic),One year,Yes,98.66,5128.55,Yes
Female,0,Yes,No,65,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),Month-to-month,Yes,24.59,1584.41,No
Female,1,No,No,37,No,Yes,No,No,No,Electronic check,Month-to-month,Yes,118.12,4395.2,Yes
Female,0,No,Yes,45,No,No,No,Yes,No,Electronic check,Month-to-month,Yes,55.35,2481.75,Yes
Male,0,No,No,44,Yes,Yes,No,Yes,No,Electronic check,Month-to-month,No,30.42,1382.99,No
Female,0,No,Yes,1,No,No,No,Yes,No,Credit card (automatic),Month-to-month,No,73.32,112.57,Yes
Female,0,Yes,Yes,52,No,Yes,Yes,No,No,Electronic check,Month-to-month,Yes,89.95,4662.69,No
Male,1,Yes,No,2,Yes,No,Yes,No,No,Credit card (automatic),Two year,No,63.27,81.38,No
Female,0,Yes,Yes,40,No,Yes,No,Yes,No,Electronic check,Two year,No,77.48,3012.91,No
Female,1,Yes,No,72,No,Yes,No,No,Yes,Credit card (automatic),Two year,Yes,120.87,8767.42,No
Female,0,No,No,57,Yes,No,No,Yes,Yes,Electronic check,Month-to-month,No,74.94,4228.92,Yes
Female,1,Yes,No,37,No,No,No,Yes,No,Mailed check,Month-to-month,No,130.0,4742.66,Yes
Female,0,Yes,No,23,No,No,Yes,Yes,No,Mailed check,Two year,Yes,100.35,2313.92,No
Male,1,Yes,No,61,No,No,Yes,No,Yes,Mailed check,One year,Yes,71.24,4278.51,Yes
Male,0,Yes,No,62,No,Yes,No,No,No,Credit card (automatic),Month-to-month,No,77.0,4779.61,No
Female,0,No,No,27,No,Yes,Yes,No,No,Bank transfer (automatic),Two year,Yes,62.33,1667.87,No
Female,0,Yes,No,8,Yes,No,No,Yes,Yes,Electronic check,Month-to-month,Yes,75.99,649.48,Yes
Female,0,Yes,No,42,Yes,Yes,No,Yes,No,Bank transfer (automatic),One year,No,83.48,3543.7,No
Male,0,Yes,No,46,Yes,No,Yes,No,Yes,Electronic check,Two year,No,60.3,2823.47,No
Male,0,No,No,68,Yes,No,Yes,Yes,No,Credit card (automatic),Two year,No,36.88,2517.17,No
Male,0,No,No,65,Yes,No,No,No,No,Mailed check,Month-to-month,Yes,101.71,6572.57,Yes
Female,0,No,Yes,17,No,No,No,No,No,Electronic check,Month-to-month,Yes,93.36,1540.52,Yes
Female,0,Yes,Yes,19,Yes,Yes,No,Yes,No,Electronic check,One year,No,35.99,659.93,No
Female,0,Yes,No,72,Yes,No,Yes,Yes,No,Electronic check,One year,No,74.1,5425.21,No
Female,0,No,Yes,24,No,No,Yes,No,Yes,Credit card (automatic),Month-to-month,No,94.65,2260.38,Yes
Female,0,Yes,No,34,Yes,Yes,Yes,No,No,Electronic check,Month-to-month,Yes,92.17,3141.01,Yes
Male,0,Yes,No,22,No,No,Yes,No,Yes,Electronic check,One year,No,53.34,1241.92,Yes
Female,0,No,No,29,No,No,Yes,No,No,Credit card (automatic),Month-to-month,Yes,93.57,2725.01,Yes
Male,0,Yes,Yes,41,Yes,Yes,No,Yes,No,Electronic check,Two year,Yes,70.36,2851.17,No
Male,1,Yes,No,22,Yes,No,Yes,No,No,Electronic check,Two year,No,79.33,1778.08,Yes
Male,0,No,No,30,No,Yes,No,No,Yes,Bank transfer (automatic),Month-to-month,Yes,47.93,1418.68,Yes
Female,0,Yes,Yes,26,Yes,No,No,No,Yes,Electronic check,Month-to-month,No,18.0,481.01,No
Male,0,Yes,No,8,No,Yes,No,Yes,Yes,Credit card (automatic),Month-to-month,Yes,51.34,433.8,Yes
Female,0,Yes,No,57,No,No,No,No,Yes,Bank transfer (automatic),Month-to-month,No,82.88,4701.79,No
Female,0,No,No,65,No,Yes,Yes,Yes,Yes,Electronic check,Month-to-month,Yes,65.07,4237.91,No
Female,0,Yes,No,36,No,Yes,No,Yes,Yes,Mailed check,One year,Yes,85.6,3153.77,No
Female,0,Yes,Yes,15,No,Yes,Yes,No,No,Electronic check,One year,No,96.55,1420.02,Yes
Male,0,No,No,47,Yes,Yes,Yes,No,Yes,Mailed check,Month-to-month,No,62.07,2976.43,No
Male,0,No,No,39,No,No,No,No,No,Bank transfer (automatic),Two year,No,59.71,2301.93,No
Male,0,No,Yes,40,No,Yes,Yes,No,Yes,Bank transfer (automatic),Two year,Yes,18.0,801.09,No
Female,1,Yes,No,43,Yes,Yes,Yes,Yes,No,Mailed check,Two year,No,32.86,1374.3,No
Female,1,Yes,No,52,Yes,Yes,No,No,No,Credit card (automatic),Two year,Yes,37.84,1950.04,Yes
Male,1,No,No,3,Yes,No,No,No,No,Electronic check,Month-to-month,Yes,83.36,317.95,No
Female,1,No,No,8,No,Yes,Yes,No,No,Credit card (automatic),Two year,Yes,62.31,568.31,No
Male,0,Yes,No,7,Yes,Yes,Yes,No,No,Electronic check,Two year,Yes,57.18,437.08,Yes
Male,0,No,No,12,No,No,Yes,No,Yes,Credit card (automatic),One year,Yes,54.43,604.48,No
Male,0,Yes,Yes,70,No,No,No,No,No,Mailed check,Month-to-month,Yes,51.3,3595.02,No
Male,0,No,Yes,53,No,No,No,Yes,Yes,Electronic check,Month-to-month,Yes,92.16,4884.7,Yes
Female,0,No,No,48,No,Yes,Yes,No,No,Mailed check,Month-to-month,No,72.24,3429.02,Yes
Female,1,Yes,No,51,Yes,No,No,Yes,No,Credit card (automatic),One year,Yes,93.79,4814.74,No
Female,0,No,No,3,No,No,No,Yes,Yes,Credit card (automatic),Month-to-month,No,18.0,19.05,No
Female,0,No,Yes,16,No,No,No,No,No,Bank transfer (automatic),One year,No,82.79,1266.49,Yes
Female,0,Yes,No,58,Yes,Yes,No,No,Yes,Mailed check,One year,Yes,58.39,3313.62,No
Male,0,Yes,Yes,34,No,Yes,No,No,No,Bank transfer (automatic),Month-to-month,No,63.24,2227.37,No
Female,0,No,Yes,37,No,No,No,Yes,No,Electronic check,Month-to-month,Yes,102.47,3768.34,Yes
Male,0,Yes,Yes,55,Yes,Yes,No,Yes,No,Bank transfer (automatic),One year,Yes,60.64,3313.37,Yes
Male,0,Yes,No,6,No,No,Yes,No,No,Electronic check,Month-to-month,No,81.81,444.45,Yes
Male,0,Yes,No,58,Yes,Yes,Yes,No,Yes,Credit card (automatic),Two year,Yes,45.57,2704.58,No
Female,1,No,Yes,50,No,Yes,Yes,No,No,Bank transfer (automatic),Two year,Yes,70.87,3481.22,No
Male,0,Yes,Yes,30,No,Yes,No,No,No,Mailed check,Month-to-month,No,31.81,900.12,No
Female,0,No,No,36,No,Yes,Yes,No,Yes,Bank transfer (automatic),One year,No,68.62,2456.0,No
Female,0,Yes,No,6,No,No,No,No,Yes,Electronic check,Two year,Yes,79.25,474.53,Yes
Female,0,Yes,No,15,Yes,Yes,Yes,Yes,Yes,Electronic check,Two year,Yes,96.55,1477.93,Yes
Female,0,No,Yes,18,No,No,No,No,No,Electronic check,Month-to-month,No,50.37,876.27,Yes
Female,1,Yes,No,64,Yes,Yes,Yes,No,No,Electronic check,Two year,No,57.3,3737.01,No
Female,0,Yes,No,9,No,No,No,Yes,Yes,Electronic check,Month-to-month,No,54.54,460.77,Yes
Male,0,Yes,No,21,Yes,No,No,No,Yes,Bank transfer (automatic),Month-to-month,No,63.9,1296.59,Yes
Female,0,No,Yes,10,Yes,No,No,No,No,Bank transfer (automatic),Month-to-month,Yes,46.87,418.99,No
Female,1,Yes,No,21,Yes,No,No,Yes,Yes,Mailed check,One year,Yes,18.23,347.94,Yes
Male,0,Yes,No,1,Yes,Yes,No,Yes,Yes,Credit card (automatic),Two year,No,44.97,18.0,No
Male,0,Yes,Yes,20,Yes,No,No,No,No,Credit card (automatic),Month-to-month,No,68.82,1410.29,No
Male,1,Yes,Yes,53,Yes,No,No,No,Yes,Electronic check,Month-to-month,Yes,66.45,3476.58,No
Female,0,Yes,No,56,No,No,No,No,No,Mailed check,One year,No,83.25,4656.07,No
Male,0,No,No,28,No,Yes,No,Yes,Yes,Credit card (automatic),Two year,Yes,90.21,2479.62,Yes
Male,0,Yes,No,51,Yes,No,No,No,No,Electronic check,One year,Yes,59.21,2966.9,Yes
Female,0,Yes,No,45,No,Yes,No,Yes,Yes,Mailed check,Month-to-month,No,31.94,1487.2,No
Female,1,No,No,66,No,No,No,Yes,Yes,Credit card (automatic),Two year,Yes,79.68,5330.82,No
Male,0,No,Yes,58,No,Yes,No,Yes,No,Bank transfer (automatic),One year,Yes,69.76,4103.45,No
Female,0,Yes,No,17,Yes,Yes,No,No,No,Credit card (automatic),Two year,Yes,63.8,1018.35,Yes
Female,0,Yes,Yes,43,No,No,Yes,Yes,No,Credit card (automatic),Two year,Yes,99.29,4209.51,Yes
Male,0,Yes,No,57,Yes,No,Yes,Yes,Yes,Electronic check,Month-to-month,No,80.81,4695.38,No
Male,0,No,Yes,23,Yes,No,No,Yes,No,Bank transfer (automatic),Two year,Yes,72.95,1666.4,Yes
Male,0,Yes,No,42,No,No,No,No,No,Credit card (automatic),Month-to-month,Yes,73.93,3043.33,Yes
Male,0,Yes,No,29,No,No,No,Yes,Yes,Electronic check,Two year,No,90.39,2670.1,Yes
Male,0,Yes,Yes,23,No,No,No,Yes,No,Electronic check,Month-to-month,No,53.45,1232.4,No
Female,0,Yes,Yes,15,Yes,No,No,No,Yes,Electronic check,One year,No,48.87,758.75,Yes
Female,0,Yes,No,3,No,Yes,Yes,No,No,Bank transfer (automatic),Month-to-month,No,64.38,92.44,Yes
Male,0,Yes,Yes,54,No,Yes,No,No,No,Bank transfer (automatic),Month-to-month,No,41.73,2238.71,No
Female,0,No,No,59,Yes,No,Yes,Yes,Yes,Credit card (automatic),Two year,No,68.91,4108.38,No
Female,0,No,No,47,Yes,Yes,No,No,No,Electronic check,Month-to-month,Yes,72.33,3370.54,Yes
Male,0,No,No,18,Yes,No,No,No,Yes,Bank transfer (automatic),Month-to-month,Yes,68.35,1285.85,Yes
Male,0,No,No,2,Yes,Yes,Yes,No,No,Electronic check,Two year,Yes,61.33,63.4,No
Female,0,Yes,Yes,46,Yes,Yes,No,No,No,Credit card (automatic),Month-to-month,No,109.67,5039.86,Yes
Female,0,No,No,15,Yes,Yes,No,Yes,No,Mailed check,Month-to-month,No,92.58,1462.66,Yes
Male,1,No,No,40,No,No,Yes,Yes,Yes,Bank transfer (automatic),Two year,No,67.67,2654.96,No
Female,0,No,No,70,No,No,No,Yes,Yes,Electronic check,Month-to-month,No,72.23,5068.5,Yes
Male,0,No,No,1,No,Yes,No,Yes,No,Electronic check,Month-to-month,No,103.03,129.36,Yes
Male,0,Yes,No,42,No,Yes,No,No,No,Electronic check,One year,Yes,55.97,2354.88,Yes
Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,No,Credit card (automatic),One year,Yes,46.83,3360.19,No
Female,0,Yes,No,25,No,Yes,Yes,No,Yes,Electronic check,Month-to-month,Yes,75.45,1846.7,No
Male,0,Yes,Yes,59,No,No,No,No,No,Credit card (automatic),Month-to-month,Yes,79.93,4724.94,No
Female,0,Yes,Yes,60,No,No,Yes,No,No,Electronic check,Month-to-month,No,81.72,4898.83,Yes
Male,0,Yes,No,36,Yes,Yes,Yes,Yes,No,Mailed check,Month-to-month,Yes,89.87,3170.57,No
Female,1,Yes,No,23,No,Yes,No,No,Yes,Electronic check,Month-to-month,Yes,52.42,1255.11,Yes
Female,0,No,No,49,No,No,No,Yes,Yes,Electronic check,Two year,No,36.2,1732.71,No
Male,0,No,Yes,45,No,Yes,No,Yes,Yes,Mailed check,Month-to-month,Yes,55.97,2455.2,Yes
Female,1,No,Yes,35,No,Yes,No,Yes,No,Mailed check,Month-to-month,Yes,83.96,2911.94,Yes
Male,1,Yes,No,14,No,No,Yes,Yes,No,Mailed check,Two year,Yes,47.87,630.07,Yes
Male,0,No,No,54,No,Yes,Yes,No,No,Bank transfer (automatic),Month-to-month,Yes,23.59,1262.13,No
Female,0,No,Yes,16,No,Yes,No,Yes,Yes,Electronic check,Two year,No,73.46,1119.49,No
Female,0,No,No,10,No,Yes,No,No,No,Bank transfer (automatic),Two year,Yes,56.39,584.06,No
Male,0,No,No,5,No,No,Yes,Yes,No,Bank transfer (automatic),Month-to-month,Yes,28.55,204.9,Yes
Female,0,Yes,No,33,Yes,Yes,No,No,Yes,Electronic check,Month-to-month,Yes,71.79,2373.73,Yes
Female,0,Yes,No,9,No,No,Yes,Yes,Yes,Mailed check,Month-to-month,Yes,60.73,481.57,Yes
Female,0,No,No,25,Yes,No,No,No,Yes,Electronic check,Month-to-month,Yes,110.22,2714.49,Yes
Female,0,No,Yes,18,Yes,No,No,Yes,No,Electronic check,Month-to-month,Yes,72.13,1308.34,Yes
Male,0,Yes,No,34,Yes,No,No,No,Yes,Electronic check,Month-to-month,No,84.07,2769.73,Yes
Female,0,Yes,No,56,No,Yes,Yes,No,Yes,Bank transfer (automatic),Month-to-month,Yes,69.59,3841.37,Yes
Male,0,Yes,Yes,33,Yes,Yes,Yes,No,No,Electronic check,One year,No,55.66,1762.62,No
Female,0,Yes,Yes,41,Yes,Yes,No,Yes,No,Credit card (automatic),Month-to-month,No,58.3,2395.38,No
Male,1,No,No,11,Yes,No,No,No,No,Bank transfer (automatic),Month-to-month,Yes,95.94,1152.67,Yes
Female,0,No,No,9,No,No,No,No,No,Electronic check,Month-to-month,Yes,87.95,734.78,Yes
Female,0,Yes,No,71,No,No,Yes,No,No,Bank transfer (automatic),Month-to-month,No,34.27,2470.11,No
Male,0,Yes,No,45,No,No,No,No,No,Electronic check,One year,Yes,40.03,1776.13,Yes
Female,0,Yes,No,2,No,Yes,Yes,No,No,Electronic check,One year,No,41.37,23.32,No
Female,0,Yes,Yes,41,Yes,Yes,Yes,No,Yes,Credit card (automatic),Month-to-month,Yes,95.44,3983.52,No
Male,0,No,No,1,No,Yes,Yes,No,No,Mailed check,Month-to-month,Yes,28.45,125.64,Yes
Female,0,No,No,6,Yes,No,Yes,Yes,No,Electronic check,Month-to-month,No,88.88,551.79,Yes
Female,0,No,No,27,No,Yes,Yes,Yes,No,Credit card (automatic),Two year,No,79.56,2164.45,Yes
